C1,C2,C3,C0=D3,D0,D1,D2
72750,2403,75600,80656,70597,5149,15668
97979,6795,6550,67316,61880,54057,54760
74143,41320,37308,67650,81644,42101,25375
91582,49561,68749,49477,78585,28075,70711
84117,89421,39461,46278,10418,34208,68440
78323,36597,58375,82043,80692,24905,89066
99442,33313,94246,78430,30803,28127,3464
6622,57617,56667,65488,51264,28105,76819
36488,72805,13220,36621,34112,4565,33449
50594,37684,56461,87349,88454,75888,94113
99398,15469,86254,57817,46317,39753,35465
5906,36641,76929,64171,37050,52670,90257
50668,59969,3915,31177,29071,70869,54930
39959,43442,18420,41129,43271,25190,88858
42464,68665,60694,42580,69575,61169,17594
91236,51537,76091,63829,8289,99872,22032
58061,58730,80998,94260,31703,11682,48967
48520,7218,97754,12276,90048,25476,94416
74799,94759,34211,52947,53930,15117,24446
30618,38590,35650,68831,2077,68199,58567
84117,89421,39461,46278,33865,57348,84562
41328,4601,90538,98355,9062,4087,56750
70360,20570,22916,33294,88107,37278,5631
61979,51248,26119,93765,3007,74912,53468
39368,93787,8704,45273,27971,50598,77888
55145,82656,59992,76443,37141,52330,30896
51366,25684,43013,10721,80372,67649,2926
51896,21903,55876,8144,97294,90545,87350
83964,71427,39929,60359,66963,21404,47769
42052,26434,43161,66943,58990,5094,39393
58475,51826,30548,16938,74492,46208,50716
3670,41270,59973,1604,6010,19265,63726
97064,46755,27551,85864,28561,90935,77145
15189,12170,92310,98643,38170,91300,41817
58475,51826,30548,16938,60773,93688,14364
55139,28527,53473,45606,64626,38610,36646
81401,84891,56483,38817,52044,27661,63530
134,97941,37311,42880,67702,37616,5154
38399,6929,29643,79480,78801,4777,8873
57725,974,63762,53377,75285,64252,43522
38670,23243,22401,35764,87457,78770,51364
25564,99026,5169,78875,64298,96108,52583
52261,32714,86290,72535,35476,10493,53891
59246,57985,72211,54639,72239,60594,71429
56814,27568,48780,13838,55218,51744,38718
98088,379,85643,3285,66707,6318,37074
16668,65741,42902,3478,84141,5815,83461
66291,73541,11852,17389,99649,62799,9580
73953,36234,13446,42990,89915,6296,96622
58475,51826,30548,16938,52377,93507,10936
23902,68935,30434,20279,33938,65603,99009
21607,13436,84124,20686,12951,82513,99624
47373,51386,80744,39213,25277,27179,82897
23902,68935,30434,20279,36361,86678,52417
92966,2379,1886,47220,21768,2660,48600
70109,38255,24179,84457,93613,31792,53692
97064,46755,27551,85864,65258,2500,9993
80123,4644,38931,10569,9062,27552,1417
65585,21134,91590,46748,8241,66591,93258
38399,6929,29643,79480,17985,53000,46881
3716,2996,6539,43226,71213,49708,76042
31564,48767,52920,66852,13111,79048,21732
43587,51858,71602,87172,37660,74795,198
3496,14763,50636,10311,16161,54895,74281
68084,4282,77787,18846,42326,34526,15810
19029,78787,84835,57028,30817,38841,11313
40000,77284,37566,67276,50024,68346,6883
76435,79759,42537,12763,45453,43543,46586
93502,88709,55547,22350,85933,67530,45511
68084,4282,77787,18846,46466,91308,83194
98782,41935,14013,74245,23858,45050,57981
65604,59864,83269,14312,54134,63976,25051
67501,41579,97230,97203,42830,5768,63531
22794,99114,3207,43765,71654,67898,26713
44907,97421,99845,63095,56602,63611,30164
5714,79390,80469,26365,56296,10006,29967
14599,54250,31077,80374,80824,15411,94404
29856,42081,85980,23850,58655,51164,77619
92966,2379,1886,47220,96130,20684,43425
33411,68,56696,34630,58727,24150,52703
33538,79964,61113,27056,30105,36592,35805
67501,41579,97230,97203,64278,7269,3224
87463,11203,20644,7883,30123,81623,18092
94311,39367,32049,10046,58714,7736,16874
78631,40557,76158,51674,12172,39919,11069
77072,28462,80026,24174,73434,25842,12891
66588,77937,19663,51898,4828,44351,73148
54129,51573,32467,64898,91038,43888,78326
65585,21134,91590,46748,38276,22399,62758
1920,44942,92812,12990,31772,24530,50521
96798,16937,68266,93185,19333,22910,96606
66291,73541,11852,17389,93451,52365,28356
66588,77937,19663,51898,72969,50285,75424
51792,60841,26451,29223,40885,30651,1094
48047,5736,27268,74819,65680,45723,65819
16668,65741,42902,3478,4018,99279,36443
59313,71505,46491,5638,18364,14870,83061
18834,10512,29179,29713,60206,54931,86332
18834,10512,29179,29713,81925,52154,93908
91268,99013,76074,1786,2109,83418,43608
73913,39300,99267,98479,1936,78935,36824
32607,80534,55935,64528,94242,23782,64091
46107,40855,98455,93634,67407,16377,80311
93645,65348,1160,61930,86313,21691,9191
77099,89760,33043,72671,49255,59434,65023
78344,2365,42123,58611,86362,36888,24707
87577,96161,20862,50327,63110,39942,32499
39262,27164,69199,10671,24189,25133,21709
78425,75062,84762,36170,94847,18317,35783
38686,78337,27380,47993,67061,65513,56350
54030,23404,45002,26853,30543,22307,68524
12475,43406,61465,56552,75737,81836,17810
47614,61921,61353,9864,55580,99202,33531
13415,95646,75165,59243,65390,84878,41948
72847,24228,26351,64380,61014,61610,93508
22616,98083,75581,59693,5152,23632,5753
8270,18054,22204,88557,37413,74666,68718
12475,43406,61465,56552,42248,88344,71327
46107,40855,98455,93634,21655,76502,67188
48381,95954,28604,32567,94260,56640,40363
77099,89760,33043,72671,46185,43594,1661
91268,99013,76074,1786,17038,74216,41236
83172,5267,65561,86980,13206,10005,6582
67298,87147,57134,74374,65233,94464,14654
6207,14958,73612,45736,2495,80985,9809
91796,58946,8414,64521,46176,96460,18546
88069,32658,55038,84798,83937,3291,69431
51620,3536,50406,19312,16326,42976,51768
36263,75561,86316,60500,27747,84126,36492
17357,20823,30149,64527,97746,15546,74423
92468,38512,18055,16306,74102,94325,47886
45467,74502,5557,54745,50547,64414,35410
31844,8332,6083,40693,5920,38733,1032
3470,98262,445,8586,64497,44004,85579
53635,42479,4193,29628,10764,70889,11102
40515,62945,33031,49274,30296,18510,64921
11006,60957,87299,45178,6960,76863,50882
72847,24228,26351,64380,99239,12011,12744
59437,8087,634,74931,83282,71994,45538
80634,96062,118,77060,22166,21292,79629
72847,24228,26351,64380,98835,20785,54801
97446,42907,33438,8927,47258,26376,19512
13415,95646,75165,59243,73513,5773,86111
11006,60957,87299,45178,34981,15163,51663
3268,41332,34633,61149,56225,74364,36122
34772,35630,35374,83026,76078,30186,1497
58693,60316,31799,55215,59238,77048,87012
69799,29285,50239,59873,29137,284,22077
42321,91645,90900,48273,84629,20405,29802
68407,87379,19317,37688,45798,46919,1796
68773,95888,93219,94512,28363,25685,46942
16587,93685,52600,77648,29787,7077,93510
89737,96074,4518,75913,75077,54854,31673
54411,72990,80844,17529,49315,99807,91838
11584,76532,63479,473,48263,42674,33717
86086,4139,63345,44010,91268,47676,855
61346,61864,95872,19306,97372,26287,65507
21303,51302,25979,94826,77279,57412,8667
38633,8864,60441,14566,93211,21374,47850
82927,28305,38333,48791,33193,55770,32439
77376,76737,32244,53197,93398,30732,43529
41881,92161,39141,74129,40177,90446,24047
82927,28305,38333,48791,76819,65481,98267
81595,57213,92638,63042,50457,71228,6270
96586,81184,7051,44889,18694,20819,46680
54350,33673,10381,83830,77559,2170,78949
13166,28944,37801,33812,81221,23287,30891
59893,30449,11184,3509,12470,37797,71310
96586,81184,7051,44889,3804,87878,73344
54411,72990,80844,17529,27838,63476,3107
66206,98014,81291,58055,85549,43020,18402
23692,21419,95356,86030,11440,35378,1076
9302,56845,41876,91078,77765,82286,37786
61206,52832,22359,56176,17813,84265,59490
53641,1317,77747,97269,26523,36579,39930
52907,11881,88889,82234,10676,60373,81432
41881,92161,39141,74129,82177,85607,11016
34455,53464,196,46153,64333,41261,83414
31595,19095,96784,79436,89551,62588,37117
61025,69482,50890,5302,51160,52552,37041
35530,78802,89288,35232,86811,93500,32910
28297,73224,11161,33819,75137,32376,19830
34455,53464,196,46153,55349,43377,96129
38633,8864,60441,14566,20940,4983,77002
90480,92447,70876,50323,95202,56339,61621
29274,70260,71908,40966,10857,54521,40254
31164,11312,10910,25351,12321,94903,22711
31595,19095,96784,79436,71103,69079,50128
78561,79628,69351,83450,64402,53337,46328
83190,37829,64387,82531,24669,93266,47923
89131,22845,17002,70673,2219,78181,78586
16587,93685,52600,77648,68700,53987,99283
13166,28944,37801,33812,13666,38278,78666
3022,26513,84957,79350,86772,75142,34425
4936,36057,39525,1231,36946,86186,63689
42321,91645,90900,48273,43123,19164,46771
34455,53464,196,46153,95783,65179,75581
53244,62055,64323,29423,1707,98999,8235
52363,24560,99694,35066,26013,3275,18105
85083,96674,65590,61343,34280,94400,53066
82766,56222,7529,3902,99580,49748,52668
49232,88425,9922,40206,73955,3901,9843
39549,71117,63070,46833,23114,57840,74332
77455,93713,40882,44461,99090,65976,56756
35398,38614,50506,62709,56877,9380,75031
6882,11587,2828,73378,30447,71055,39176
44387,1321,59078,5124,90475,98030,59267
136,22997,37949,75603,23636,62826,19095
48672,49621,50288,72483,62597,50567,45400
32098,90485,88868,78206,43347,42000,6387
38404,11401,26743,9502,46551,27664,91356
14909,86492,69336,83579,64963,1399,52068
24942,13451,23875,629,90483,87656,95444
34958,28182,46562,67410,54336,52386,92687
62085,48198,87595,59764,96067,99914,46351
49871,99015,11473,93406,68013,64675,96820
59150,74827,98531,95423,33936,40821,46556
78495,99453,42882,2530,68723,41159,67562
96810,14933,95707,69375,98672,41875,56980
29502,53971,95756,40415,46827,69062,5696
22664,84424,40242,82304,56132,9378,15164
317,12733,65543,78743,66547,14301,15291
74888,38955,69723,95986,17733,11374,28577
36189,62669,78181,90796,95439,90329,95765
28861,54199,36999,14630,88832,38016,72002
60836,27419,50781,39606,58060,29948,22138
14909,86492,69336,83579,87101,21992,22690
65560,6227,5373,3369,35919,37011,80087
16542,98198,27513,77699,41359,97412,68133
22565,17905,28590,925,92081,15958,80692
29977,87400,10799,57553,97589,54448,29918
74763,90196,85262,62147,24517,66926,61053
59650,66819,43356,68156,26616,27072,71835
81568,28813,61772,66053,74331,55419,48079
5502,55891,37027,10408,615,2659,48538
36910,83872,88077,74614,21603,61633,83710
79249,87471,55218,41432,42993,16667,44143
37160,87255,38605,67561,76413,62742,31794
34031,68065,35354,87634,55094,76631,53346
6882,11587,2828,73378,48984,10529,91227
136,22997,37949,75603,33973,2447,64828
77925,81091,86875,60883,86320,77986,80345
22240,68060,36620,87251,26010,26743,77352
67507,46479,86032,24523,80917,11806,31054
38875,40611,33650,93467,78413,80491,71149
95481,54526,9719,78666,53348,48292,86926
81568,28813,61772,66053,59325,10090,31694
35398,38614,50506,62709,67978,62573,18391
18234,52999,79831,10756,43226,33650,3585
39434,9408,10058,56139,24430,9033,94203
85358,1257,19189,29289,49116,65202,86236
87036,20111,49285,64947,53406,77138,78777
9208,74315,44459,61324,34248,75573,2186
79384,57940,56839,26668,86292,70773,64126
80959,88878,15640,89853,44229,64712,91712
23635,76214,21044,57864,73216,3250,31334
99937,91459,64777,92218,98653,36942,34011
65007,48195,67287,35709,89590,23511,44468
37987,34073,71156,48292,99723,67766,84383
26841,64670,98112,35492,65763,51821,31244
68578,63196,3411,2582,662,93058,42853
26878,91763,25211,69450,45312,18780,95932
6271,75443,76797,13679,87469,58144,37673
38768,3630,81958,93407,78986,70691,47796
74635,11623,96274,38259,33630,35699,41091
68352,32115,57316,73816,18833,54079,38863
35224,23813,91458,40402,95327,214,65817
10924,9882,49943,87756,94406,28207,26513
59832,16516,14433,30531,41213,18359,12233
60296,98354,352,4164,61989,98914,66104
96647,63760,19856,95291,21586,94768,434
10924,9882,49943,87756,37475,32936,33568
31831,96694,70964,67502,11001,56059,67834
65007,48195,67287,35709,89486,70417,84258
1599,27361,81272,52891,10545,76610,55709
16195,55169,65356,23409,20734,39049,69433
7050,18982,42317,8273,3661,90359,3389
718,66373,15867,62018,22305,62814,96411
45870,72922,18540,37426,66230,72481,66357
74635,11623,96274,38259,51074,22586,79365
48289,56330,95411,43104,84980,64505,41113
22477,59805,22630,20537,55182,41718,51909
5182,35515,25517,49098,52930,19151,63500
5598,66646,63467,29067,89621,7560,18714
94056,41390,28538,82721,95929,19216,85316
95752,62377,96682,6619,71314,5586,21114
2938,5583,50888,95546,20267,68321,20951
51450,28384,28563,32487,54196,42587,3076
45870,72922,18540,37426,80550,5436,2118
48862,6417,64624,51310,90120,90562,35651
70612,85906,72411,66711,71858,56355,28475
15832,34277,28191,48945,28137,77675,38964
31985,38716,20423,41493,29066,83342,58231
36581,35380,65637,53985,74921,16831,96656
31641,58244,69144,85791,69992,25675,12730
90473,41495,93900,24930,21947,96617,23728
51773,89896,55192,72889,71152,50908,4849
10399,94633,97240,99661,59425,22169,7316
43976,78243,96145,89996,27231,20478,16830
90946,89194,61299,22745,36356,27881,18777
74086,82567,71589,77926,58652,91767,44606
38421,49057,99501,62499,61854,45479,59089
53539,85476,27944,12561,13355,24787,22465
44454,81911,26957,19691,33127,36921,20193
45732,64571,90936,65390,59105,51865,91746
57469,50580,89564,81915,5163,33414,52889
49681,99241,66105,35590,7649,48408,38367
95752,62377,96682,6619,37319,60819,69265
13883,53276,14120,90614,87123,50277,28335
74214,84240,88573,97921,8528,41579,40874
3930,39740,8812,79108,99228,9178,59545
5016,31194,1940,32714,26423,64124,82616
25226,28767,95396,10213,37780,16210,94396
40938,53169,72450,95675,20230,67181,48714
28647,18377,65715,38645,55643,26315,61096
95815,19538,81229,12842,61894,20711,36782
3994,18860,63657,40387,9737,46087,24207
65838,20542,30892,25304,55,85709,5760
99087,87044,29984,81369,45977,47474,46395
81975,67794,93671,57717,93516,45183,21297
65153,44687,72477,61966,89780,75581,57895
50369,23393,37934,79759,47530,53588,32038
14941,58350,56006,14352,59648,94029,38499
52942,36061,51315,63527,81644,85748,56958
16093,62269,2854,74000,48465,22668,57363
94147,1296,92607,80803,31067,77499,66668
51601,53654,63232,94260,97266,14198,68041
94350,27703,60999,25317,55720,41227,93516
40393,10354,27170,96279,47354,63840,1350
43812,65905,26343,57630,3672,50717,69419
43285,9931,60006,31475,14536,5116,18669
13878,39140,83407,93871,35432,56814,53860
67583,26213,93472,66110,61106,2208,29596
93061,28740,82399,23263,94162,36728,22074
66033,86163,56215,22253,4301,86719,35098
19539,70535,67927,97670,83688,77884,97584
39848,3858,78178,77906,67268,87105,16970
29085,39958,17642,1265,11918,23120,165
49871,73904,41138,79493,51409,97255,44563
95078,45689,63221,53560,3605,93180,34893
85791,9461,31437,92289,11592,21549,65134
57420,86993,9212,25524,6375,61466,37091
31245,39601,33138,52595,40151,72665,50722
59361,54789,61605,22799,41474,546,99490
83420,25854,60581,52005,31131,30659,85037
33729,58617,35065,14941,85119,49529,20834
49580,31511,23528,54500,83783,73532,34581
54986,59124,93587,32402,53904,18575,21399
96389,2442,77831,4945,58724,92143,67458
99529,70646,51648,16600,99630,13169,90409
42092,71475,47166,38877,38175,62217,38682
32734,63157,41535,90660,22408,11854,28923
56184,23919,18764,64028,23646,62528,29913
76496,88017,58529,35107,77547,29126,37320
41212,16509,14427,67223,82298,83807,98474
85791,9461,31437,92289,708,33885,99625
80113,13771,96942,6642,18305,84379,77678
44063,9272,99082,91123,22968,58956,37546
8231,10473,46624,77279,56766,82535,41180
73573,14927,37360,14098,35039,79606,70939
23470,39133,84791,99873,78849,12027,41762
75425,71156,66324,25870,62256,49752,72741
72606,1712,26557,30078,9061,90980,39086
34129,64770,44183,60329,65789,20742,52458
43812,65905,26343,57630,40412,42732,92597
28281,53726,97273,89933,36211,51816,90392
47382,2913,94438,23056,14200,74312,43928
51601,53654,63232,94260,31703,11682,48967
31899,19520,50559,49757,59087,77594,85799
36759,48524,89578,43279,76679,12197,97799
62299,25226,88521,26681,87872,9495,92661
13224,7261,85975,64348,35006,91067,77312
88226,71334,25907,27550,69204,57916,85638
94147,1296,92607,80803,29933,93626,82704
89030,94347,71973,630,24044,13298,49305
54484,67296,25041,11334,23881,79593,34034
66722,67139,83155,37291,50182,37471,81084
76239,51238,73398,51952,21655,57761,14635
31174,99674,29586,74588,94829,25012,20903
84839,87678,11475,27835,26514,72654,91572
41212,16509,14427,67223,13370,15385,93517
95742,69733,66797,86966,35096,89896,70366
45198,49656,72802,69761,2399,75936,5453
65601,80490,14780,54583,51448,56082,94434
51090,77774,60641,3236,32869,66657,10448
17077,33033,32716,63849,35293,13765,99037
4881,20076,16137,99719,12539,85882,76539
60379,24006,15062,24729,63681,31287,59047
2479,14461,79103,36896,69253,13854,46676
20925,5283,74668,45136,78388,26064,97815
35292,34886,96229,75600,51687,80806,73468
98474,9824,21541,14381,47011,49686,33818
40352,38826,74392,3609,84521,76187,9888
28348,46873,43132,70230,95056,71396,46510
90882,95089,42251,2004,14065,43919,66581
46613,46732,2851,95621,10297,74724,72243
60379,24006,15062,24729,95191,31601,12789
4337,7293,72107,54639,72239,60594,71429
63862,16480,84830,35200,41115,54911,49488
82257,90123,92011,90197,95941,7948,68829
77272,27714,68055,42507,76481,71449,78011
23775,20077,95890,63747,46446,33722,31524
37711,74932,29239,11805,92506,21989,41229
55186,1671,4027,7003,23246,81304,31992
1755,73668,48786,79792,7673,43806,79453
35901,40588,87950,91953,58173,57071,40748
90882,95089,42251,2004,11570,68581,32238
60021,43817,27299,93640,13839,31824,39338
83044,81649,87446,83355,13849,84874,24867
7900,96049,13004,80459,62630,24764,42659
16525,94685,59485,96278,16190,31882,25299
27988,95281,36128,33258,78426,26054,58231
65108,70688,21149,83706,57979,56992,22867
40352,38826,74392,3609,24151,15477,24910
7054,76873,51837,74048,36096,93530,87822
12300,80933,57306,62955,89667,77464,46627
9579,68880,93615,12841,34417,68136,91534
65108,70688,21149,83706,34461,69738,59317
87736,4598,13822,42574,92658,22035,7163
92108,59660,89458,37247,11131,17878,24179
41636,96683,64413,47774,24869,10775,13718
32133,92033,71562,92625,20009,94146,11850
14179,17736,97469,42549,20344,88840,6272
